,id,publish_time,title,channelId,channelTitle,,dimension,definition,caption,licensedContent,viewCount,likeCount,commentCount,favoriteCount,categoryId,category,tags
99,UFug2Wf3DcU,2022-12-05T13:15:53Z,Explosions hit military bases deep within Russian territory | DW News,UCknLrEdhRCp1aegoMqRaCZg,DW News,,2d,hd,FALSE,TRUE,2286774,23110,7955,0,20,Gaming,['DW News']
100,COntxzQBqPo,2022-12-05T01:20:28Z,SZA - SOS (Official Album Trailer),UCO5IQ70V7l-XpHW40HwaGsw,SZA,,2d,hd,FALSE,FALSE,604772,75196,2731,0,10,Music,"['Sza', 'sza shirt', 'shirt tiktok', 'sza shirt full song', 'shirt official video', 'shirt sped up', 'I hate u', 'sza I hate u', 'lakeith stanfield', 'summer walker', 'ari lennox', 'tde', 'new sza', 'bloodstain sza', 'bloodstain on my shirt', 'bloodstain', 'sza ctrl', 'jhene aiko', 'syd', 'shirt official trailer', 'wonder if I hate you', 'steve lacy', 'rnb 2022', 'rnb tiktok songs', 'her', 'ella mai', 'brent faiyaz', 'sza album 2022', 'psa', 'official teaser', 'SOS']"
101,79rkm_bQefw,2022-12-05T18:00:02Z,Gogeta Dances into DEATH BATTLE!,UCB9_VH_CNbbH4GfKu8qh63w,DEATH BATTLE!,,2d,hd,FALSE,TRUE,257165,13603,2652,0,10,Music,"['DEATH BATTLE', 'Rooster Teeth', 'RT', 'DBX', 'DEATH BATTLE Cast', 'screwattack', 'dragon ball', 'super', 'gt', 'xenoverse', 'heroes', 'gogeta', 'vegeito', 'fusion', 'dance', 'potara', 'earrings', 'goku', 'vegeta', 'gotenks', 'broly', 'janemba', 'buu', 'kefla', 'beerus', 'animation', 'fight', 'versus', 'ben singer', 'chad james']"
102,I6MVl2HsoBg,2022-12-05T21:28:07Z,30 SECRETS In Fortnite CHAPTER 4!,UCYn6CZe5UGIyPe9WJb0pTrg,Top5Gaming,,2d,hd,FALSE,TRUE,1476850,32126,1876,0,10,Music,"['fortnite chapter 4', '30 SECRETS In Fortnite CHAPTER 4!', 'fortnite', 'fortnite chapter 4 secrets', 'fortnite chapter 4 secret', 'chapter 4 fortnite secrets', 'fortnite new', 'new fortnite', 'fortnite new secrets', 'chapter 4 fortnite', 'fortnite chapter 4 easter eggs', 'easter eggs chapter 4', 'secrets fortnite chapter 4', 'fortnite secrets', 'secrets fortnite', 'fort', 'nite', 'battle royale', 'chapter 4', 'new', 'update', 'video']"
103,ocExPv9XZcE,2022-12-04T19:11:24Z,LEGO GAMES in REAL-LIFE...,UCUU3GdGuQshZFRGnxAPBf_w,TD BRICKS,,2d,hd,FALSE,TRUE,1511668,34365,2527,0,10,Music,"['lego', 'legos', 'lego set', 'lego minifig', 'lego minifigure', 'lego minifigs', 'lego meme', 'lego idea', 'lego ideas', 'lego how to', 'lego tutorial', 'lego tips', 'lego tricks', 'lego builder', 'lego building', 'lego city', 'lego tips and tricks', 'lego moc', 'lego house', 'lego creations', 'lego creation']"
104,lbFfZSSJKZk,2022-12-04T10:19:12Z,*NEW* CHAPTER 4 BATTLE PASS IN FORTNITE!,UCh7EqOZt7EvO2osuKbIlpGg,Lachlan,,2d,hd,FALSE,TRUE,1234073,30689,1757,0,10,Music,"['fortnite battle royale', 'fortnite', 'lachlan', 'lachy', 'duos', 'new season', 'battle royal', 'lacy', 'laclan', 'epic games', 'gaming', 'esports', 'games', 'video games', 'poggies', 'battle royale', 'warzone', 'pubg', 'lachydachy', 'power', 'pwr', 'rocketleague', 'rlcs', 'fortniteupdate', 'update', 'battlepass', 'battle', 'pass']"
105,oNYYYgc8gA4,2022-12-05T15:00:26Z,How good are the new moves added in Scarlet and Violet?,UC9OZkS1Mhl5UvKSiPrYqsxg,WolfeyVGC,,2d,hd,FALSE,TRUE,518518,25861,2788,0,20,Gaming,"['Wolfey', 'Pokemon', 'VGC', 'Wolfe Glick', 'Competitive Pokemon', 'Pokemon VGC', 'twitch', 'pokemon nuzlocke', 'nuzlocke', 'hardcore nuzlocke', 'smallant', 'ludwig', 'pokemon challenge', 'pokemon challenges', 'alpharad', 'wolfeyvgc', 'purplecliffe', 'pm7', 'pokemen7', 'mandjtv', 'shiny pokemon', 'pokemon scarlet', 'pokemon violet', 'scarlet', 'violet', 'scarlet and violet', 'fuecoco', 'quaxly', 'sprigatito', 'new moves', 'new attacks', 'new Pokemon moves', 'new Pokemon attacks', 'pokemon move', 'pokemon attack', 'new pokemon', 'pokemon tier list', 'pokemon ranking']"
106,9W5hNKsSWlg,2022-12-05T17:30:01Z,"REACTING TO ""SIDEMEN - CHRISTMAS DRILLINGS (OFFICIAL VIDEO)""",UCjRkTl_HP4zOh3UFaThgRZw,SidemenReacts,,2d,hd,FALSE,TRUE,2107512,148844,1578,0,20,Gaming,"['Sidemen', 'Sidemen Reacts', 'SidemenReacts']"
107,uLtkt8BonwM,2022-12-03T20:20:58Z,The Last of Us | Official Trailer | HBO Max,UCx-KWLTKlB83hDI6UKECtJQ,HBO Max,,2d,hd,TRUE,TRUE,13138109,258104,18809,0,20,Gaming,"['hbo', 'hbo max', 'hbo max movie', 'hbo max series', 'hbo youtube', 'hbo max youtube', 'hbo max trailer', 'hbo trailer', 'hbo video', 'hbo max originals', 'the last of us', 'the last of us hbo', 'the last of us game', 'the last of us gaming', 'pedro pascal', 'bella ramsey', 'playstation', 'joel', 'ellie', 'infected', 'mutated fungus', 'fungus', 'post-apocalyptic', 'apocalypse', 'smuggler', 'the last of us: left behind', 'cannibalistic creatures', 'cordyceps', 'host', 'tess', 'quarantine zone', 'quarantine', 'immunity', 'immune', 'fireflies', 'outbreak', 'cure']"
108,ECm-EJDOd90,2022-12-04T19:14:06Z,Making Our Dreams Come True… Shocking Reveal!,UCVe_RrR9AMeY6Z8ixOv5gtw,Ryland vlogs,,2d,hd,FALSE,TRUE,498531,28377,2725,0,20,Gaming,"['Ryland Adams', 'Shane Dawson', 'Vlogs', 'Vlogmas', 'Christmas', 'Decor', 'Home Design', 'Comedy', 'Haul', 'vlog mas', 'blog mas', 'reveal', 'vlogmas 2022']"
109,e0i_A6ALq-4,2022-12-04T21:09:34Z,Colorado Athletics Press Conference,UCeTemrMnh7mAtN99BD6jo4Q,BuffsTV,,2d,hd,FALSE,TRUE,265397,4565,1163,0,20,Gaming,"['colorado', 'buffaloes', 'university of colorado', 'colorado buffaloes', 'cu buffs', 'cu boulder', 'university of colorado boulder', 'sports', 'athletics', 'buffs']"
110,jXApEzjZkl0,2022-12-04T20:30:04Z,Donkey Kong Begins,UCsvn_Po0SmunchJYOWpOxMg,videogamedunkey,,2d,hd,FALSE,TRUE,1993960,114655,3473,0,20,Gaming,"['dunkey', 'donkey kong', 'donkey kong arcade', 'donkey kong december', 'videogamedunkey', 'donkey kong dunkey', 'donkey kong tv show', 'donkey kong beings', 'original donkey kong', 'miyamoto', 'shigeru miyamoto', 'nintendo', 'early nintendo', 'super donkey kong shake', 'minecraft but donkey kongs steals my diamonds']"
111,NdDeXYtYNE0,2022-12-05T18:00:13Z,Fortnite Chapter 4 | 21 Secrets & Easter Eggs You Need To See,UC-KM4Su6AEkUNea4TnYbBBg,PlayStationGrenade,,2d,hd,FALSE,TRUE,385908,14660,1343,0,20,Gaming,"['fortnite', 'season 1', 'ps4', 'xbox', 'PC', 'mobile', 'switch', 'playstation', 'secrets', 'map secrets', 'map changes', 'code adamaru', 'adam', 'adamaru', 'playstation grenade', 'hutwatch', 'hut watch', 'update', 'new update', 'eveything you need to know', 'foundation', 'kevin the cube', 'midas', 'shadow', 'chapter 4', 'IO', 'Rocket League', 'Bromance', 'henchbros']"
112,7c9gyRzSmmI,2022-12-05T02:14:58Z,Shedeur Sanders FIRST TIME in BOULDER COLORADO,UCZycXa7W61CN4_lhKlRnLfQ,Shedeur Sanders,,2d,hd,FALSE,TRUE,391275,7275,1066,0,20,Gaming,
113,eCx3MBITMZY,2022-12-04T14:00:17Z,Uncle Roger HATE Great British Bake Off Mexican Week (ft. Joshua Weissman),UCVjlpEjEY9GpksqbEesJnNA,mrnigelng,,2d,hd,FALSE,TRUE,1777169,78150,6715,0,20,Gaming,"['nigel ng', 'uncle roger', 'nigel ng comedy']"
114,JW-KIbV9PRU,2022-12-03T22:00:09Z,Fortnite Chapter 4 Season 1 Cinematic Trailer,UClG8odDC8TS6Zpqk9CGVQiQ,Fortnite,,2d,hd,TRUE,TRUE,8637304,141262,14214,0,20,Gaming,['yt:cc=on']
115,u7eLwLeNLt8,2022-12-04T18:00:17Z,Dark Secrets of a Country that Doesn't Exist,UCvK4bOhULCpmLabd2pDMtnA,Yes Theory,,2d,hd,FALSE,TRUE,1434025,72316,3733,0,24,Entertainment,"['yestheory', 'seek discomfort', 'yes theory strangers', 'yes theory travel', 'yes theory subscribers', 'getting out of your comfort zone', 'Amazon FBA']"
116,ZiLVNCa0Uj4,2022-12-05T11:00:18Z,Store Bought Restaurant Food Taste Test,UC4PooiX37Pld1T8J5SYT-SQ,Good Mythical Morning,,2d,hd,TRUE,TRUE,1201123,36488,865,0,24,Entertainment,"['gmm', 'good mythical morning', 'rhettandlink', 'rhett and link', 'mythical', 'rhett', 'mclaughlin', 'link', 'neal', 'will it', 'taste test']"
117,f27yorC_AGE,2022-12-04T01:04:13Z,FORTNITE *CHAPTER 4* LIVE EVENT!! (Fortnite Battle Royale),UC2wKfjlioOCLP4xQMOWNcgg,Typical Gamer,,2d,hd,FALSE,TRUE,2659417,50010,685,0,24,Entertainment,
118,J1tFQl8wv9g,2022-12-05T04:42:17Z,Indianapolis Colts vs. Dallas Cowboys | 2022 Week 13 Game Highlights,UCDVYQ4Zhbm3S2dlz7P1GBDg,NFL,,2d,hd,TRUE,TRUE,1861502,23661,3367,0,24,Entertainment,
119,jsHpW29Hy0I,2022-12-05T00:13:02Z,"You Laugh, You Get Canceled",UCKt6UNcaVIS258z9Gujeirw,Crispy Concords,,2d,hd,FALSE,TRUE,310190,20451,898,0,24,Entertainment,"['you laugh you lose', 'ylyl', 'try not to laugh', 'try not', 'laugh', 'if i laugh the video ends', 'challenge', 'discord', 'memes', 'unusual memes', 'funny', 'tik tok', 'compilation', 'react', 'reacting', 'reaction', 'you laugh you get canceled', 'cancelled', 'crispy concords']"
120,GIiCGDlIag0,2022-12-05T02:25:24Z,"The New, New, New, New, New, New, NEW Worst Game Ever",UCew5br5cO1ZKO7Z_F1WA8Bg,ThatsGoodSports,,2d,hd,FALSE,TRUE,395682,11569,2201,0,17,Sports,"['The New new new new new new new worst game ever', 'NEW Worst Game Ever', 'russell wilson', 'broncos', 'lamar jackson', 'baltimore ravens', 'Lamar Jackson injury', 'tyler huntely', 'Worst game ever', 'broncos worst game ever', 'nathaniel hackett', 'Ravens', 'Broncos ravens', 'worst nfl offenses', 'Breaking NFL News', 'NFL News', 'NFL', 'That’s Good Sports', 'Thatsgoodsports', 'Brandon Perna']"
121,Hl9iVr3ZXR8,2022-12-03T22:11:00Z,GUESS THE FOOTBALLER Ft Trent Alexander-Arnold,UCxOzbkk0bdVl6-tH1Fcajfg,Beta Squad,,2d,hd,FALSE,TRUE,5559863,283966,6333,0,17,Sports,"['Beta Squad', 'Beta', 'Squad', 'Beta Squad Guess The', 'Guess The', 'Guess the footballer', 'Footballer', 'Football player', 'Trent', 'Trent Alexander Arnold', 'King Kenny', 'Sharky', 'AJ Shabeel', 'Niko Omilana', 'Chunkz', 'Guess', 'The', 'football']"
122,NG4Ws74RV04,2022-12-03T21:46:22Z,"Yes, Established Titles Is A Scam*",UCpa-Zb0ZcQjTCPP1Dx_1M8Q,LegalEagle,,2d,hd,TRUE,TRUE,2803857,112494,16850,0,17,Sports,"['Legaleagle', 'legal eagle', 'breaking news', 'case', 'congress', 'court case', 'crime', 'guilty', 'jury', 'latest news', 'news', 'not guilty', 'political', 'politics', 'politics news', 'scotus', 'supreme court', 'the trial', 'trial', 'Verdict', 'copyright', 'law advice', 'legal analysis', 'lawyer', 'attorney', 'Real lawyer', 'Real law review']"
123,KU1NmZWQFpM,2022-12-04T23:19:20Z,The Pyramid's Buried Secrets - Totally Accurate Battle Simulator,UChZD0fgllE2i-wUlgQV_9pA,CaptainSauce,,2d,hd,FALSE,TRUE,244892,31585,4696,0,17,Sports,
124,PXT_DPZLt5c,2022-12-03T16:00:11Z,The Try Guys Make Tacos Without A Recipe,UCpi8TJfiA4lKGkaXs__YdBA,The Try Guys,,2d,hd,TRUE,TRUE,2435124,99308,5299,0,17,Sports,"['try guys', 'keith', 'ned', 'zach', 'eugene', 'habersberger', 'fulmer', 'kornfeld', 'yang', 'buzzfeedvideo', 'buzzfeed', 'ariel', 'ned & ariel', 'comedy', 'education', 'funny', 'try', 'learn', 'fail', 'experiment', 'test', 'tryceratops']"
125,KN9gQBb4up0,2022-12-05T13:00:09Z,[슈취타] EP.1 SUGA with RM,UCLkAepWjdylmXSltofFvsYQ,BANGTANTV,,2d,hd,TRUE,TRUE,3918447,573073,19865,0,10,Music,"['방탄소년단', 'BTS', 'BANGTAN', '알엠', 'RM', '슈가', 'SUGA', '제이홉', 'jhope', '지민', '정국', 'k-pop', '방탄', 'j-hope', 'Jung Kook', 'Jimin', 'BTS V', 'Jin', '슈치타', '슈취타', '슈가 알엠', '슈가 토크쇼']"
126,prPrucVR_3Y,2022-12-04T14:40:00Z,I Tried Planning My Wedding In A Week,UCGGZ_POGmIWG1pQXTDzQv-g,Michelle Khare,,2d,hd,FALSE,TRUE,746669,43936,2075,0,10,Music,
127,sXDBXVjKbp8,2022-12-04T18:30:43Z,Sidemen - Christmas Drillings Ft. JME (Official Music Video),UCh5mLn90vUaB1PbRRx_AiaA,MoreSidemen,,2d,hd,FALSE,TRUE,5195094,417537,14005,0,10,Music,"['sidemen', 'moresidemen', 'miniminter', 'ksi', 'zerkaa', 'behzinga', 'tbjzl', 'vikkstar', 'wroetoshaw']"
128,T7BMndEDYLc,2022-12-04T14:50:45Z,Bangladesh vs India Highlights || 1st ODI || India tour of Bangladesh 2022,UCNU0Vv6U1xZS82cIQrgDeqw,Rabbihtolebd Sports,,2d,hd,FALSE,TRUE,9561474,189814,14365,0,10,Music,"['gtv live', 'rabbithole live', 'cricket live', 'live cricket', 'Rabbitholebd Sports', 'Gtv live', 'Gazi tv', 'cricket match highlights', 'match highlights video', 'cricket highlights', 'odi highlights', 'Highlights', 'gtv live cricket', 'gtv live streaming', 'odi live', 'odi cricket match', 'Bangladesh vs India', 'BDvsIN', 'Banvsind', 'India vs Bangladesh', 'Bangladesh', 'India', 'Shakib Al Hasan', 'Bangladesh vs India Highlights || 1st ODI || India tour of Bangladesh 2022', 'Miraz', 'Ebadot', 'Kohli', 'Rohit', 'India tour of Bangladesh']"
129,YV4jzKT3-EM,2022-12-04T20:27:35Z,WE GOT A NEW PUPPY (frenchie),UCABbEMDC2EdsLuF0pkoV_cg,Jathaly,,2d,hd,FALSE,TRUE,186047,12156,1055,0,10,Music,"['puppy', 'new puppy', 'puppy vlog', 'we got a new puppy', 'frenchie', 'getting a frenchie', 'buying a frenchie', 'jathaly vlogs', 'funny videos', 'couple', 'couple vlog', 'funny couple videos', 'nat and Jake']"
130,fdo8hWD1taw,2022-12-05T00:33:58Z,Miami Dolphins vs. San Fransisco 49ers | 2022 Week 13 Game Highlights,UCDVYQ4Zhbm3S2dlz7P1GBDg,NFL,,2d,hd,TRUE,TRUE,1926450,22120,3542,0,17,Sports,
131,0grd767X4Jg,2022-12-05T10:00:00Z,"Character Demo - ""Faruzan: Master of Ingenious Devices"" | Genshin Impact",UCiS882YPwZt1NfaM0gR0D9Q,Genshin Impact,,2d,hd,TRUE,FALSE,1366505,106980,5228,0,17,Sports,"['Amber', 'amber vtuber', 'genshi', 'genshi game', 'genshi impact', 'genshi video', 'genshin', 'genshin game', 'genshin impact', 'genshin impact 2020', 'genshin impact game', 'genshin impact good', 'genshin impact graphics', 'genshin impact introduction', 'genshin impact manga', 'genshin impact wiki', 'geshin', 'geshin game', 'Teyvat', 'yuanshen game', 'miHoYo China', 'miHoYo Japan', 'adventure story', 'open world game', 'anime style', 'MMORPG', 'anime games', 'mobile game', 'MMO PlayStation', 'yt:cc=on']"
132,_3HXEeBz3SU,2022-12-04T03:06:41Z,Deion Sanders tells his Team that he has OFFICIALLY ACCEPTED THE JOB AS COLORADO’S HEAD FB COACH,UC_n7zvkh3y3PLBIUA1lHkjw,Well Off Media,,2d,hd,FALSE,TRUE,1588452,18872,8059,0,17,Sports,
133,Lfkl3fLY5TM,2022-12-04T16:00:05Z,We Tried Van Life Europe for 72 Hrs (we're leaving),UC4laAHbk8VSgmvB47tsd2XQ,Eamon & Bec,,2d,hd,TRUE,TRUE,515505,25910,2347,0,17,Sports,"['van life', 'travel vlog', 'eamon and bec', 'eamon and bec cancer', 'eamon and bec van life', 'vanlife', 'van life europe', 'vanlife europe', 'van life europe vlog', 'how to van life', 'living in a van', 'living in a van europe', 'kara and nate', 'van life reality', 'we tried van life', 'i tried van life']"
134,_ZMMlr6vWm8,2022-12-03T15:00:15Z,Deep Sea Fishing Battle 2,UCRijo3ddMTht_IHyNSNXpNQ,Dude Perfect,,2d,hd,FALSE,TRUE,3630284,147858,4690,0,17,Sports,"['dude perfect', 'dude perfect stereotypes', 'dude perfect water bottle flip', 'bottle flip', 'water bottle flip', 'dude perfect bottle flip', 'dude perfect basketball', 'dp', 'dude perfect world record', 'edition', 'nerf', 'trick shots', 'trick shot', 'family', 'ping pong', 'bowling', 'clean', 'family friendly', 'bubble wrap', 'soccer', 'football', 'spinner', 'spinners', 'fidget spinners', 'dude', 'battle', 'deep', 'sea', 'fishing', 'battle 2', 'marlin', 'mahi', 'dorado', 'panama', 'tropic', 'star', 'lodge', 'sparky', 'throw', 'up', 'sail', 'fish', 'comeback', 'huge', 'massive', 'viral', 'trending']"
135,EsZjTPEwdZk,2022-12-03T02:16:49Z,Revealing My Family after 3 years,UCQCjPX6e8jI3ukAS-FijXjw,MindofRez,,2d,hd,FALSE,TRUE,2546209,186406,14637,0,24,Entertainment,"['Mindofrez', 'mind of rez', 'mindofrez fortnite', 'mindofrez prank', 'kaylen', 'mindofrez challenging', 'rez', 'faze kay', 'mindofrez jayden', 'jarvis', 'mindofrez kaylen', 'mindofrez squad', 'kaylen vs jarvis', 'faze sway', 'faze clan', 'kaylen the god', 'faze jarvis', 'mindofrez vlogs']"
136,5Hs6samexb8,2022-11-30T17:48:09Z,Tunisia vs. France Highlights - FIFA World Cup 2022,UC--i2rV5NCxiEIPefr3l-zQ,TSN,,2d,hd,FALSE,TRUE,2565831,18595,2323,0,24,Entertainment,"['Tunisia', 'France', 'FIFA World Cup', 'World Cup', 'Group Stage', 'TSN']"
137,VtdKZ6s2w2U,2022-12-04T14:00:11Z,When (and how) to watch Season 3,UCBXOFnNTULFaAnj24PAeblg,The Chosen,,2d,hd,FALSE,TRUE,335917,13424,1265,0,24,Entertainment,"['the chosen', 'the chosen tv series', 'bingeJesus', 'GetUsedtoDifferent', 'Faith-based', 'Bible show', 'Bible study', 'Christianity', 'church', 'Jesus show', 'what to watch', 'tv show', 'filmmaking', 'Season 3']"
138,AR2n2TsJuNE,2022-12-04T04:00:06Z,"Character Teaser - ""Wanderer: Ashes"" | Genshin Impact",UCiS882YPwZt1NfaM0gR0D9Q,Genshin Impact,,2d,hd,TRUE,FALSE,2836803,332806,13985,0,24,Entertainment,"['Amber', 'amber vtuber', 'genshi', 'genshi game', 'genshi impact', 'genshi video', 'genshin', 'genshin game', 'genshin impact', 'genshin impact 2020', 'genshin impact game', 'genshin impact good', 'genshin impact graphics', 'genshin impact introduction', 'genshin impact manga', 'genshin impact wiki', 'geshin', 'geshin game', 'Teyvat', 'yuanshen game', 'miHoYo China', 'miHoYo Japan', 'adventure story', 'open world game', 'anime style', 'MMORPG', 'anime games', 'mobile game', 'MMO PlayStation', 'yt:cc=on']"
139,Xm-yXsm23_c,2022-12-03T16:00:12Z,The Internet Changed Me,UCo8bcnLyZH8tBIH9V1mLgqQ,TheOdd1sOut,,2d,hd,FALSE,TRUE,3841751,235471,16049,0,24,Entertainment,"['internet', 'the internet', 'memes', 'millennial', 'gen z', 'generation z', 'internet explorer', 'pinball', 'space cadet pinball', 'ms pain', 'paint', 'youtube', 'website', 'barfeild', 'cartoon', 'animation', 'funny', 'lol', 'theodd1sout', 'theoddisout', 'theoddonesout', 'James', 'James Rallison', 'dial up']"
140,fC8rp8_XcSo,2022-12-03T22:09:47Z,Fortnite *LIVE* EVENT - END OF CHAPTER 3! (Fracture),UCYVinkwSX7szARULgYpvhLw,Ali-A,,2d,hd,FALSE,TRUE,1634048,48360,2455,0,20,Gaming,"['fortnite live event', 'fortnite fracture event', 'fortnite fracture live event', 'fortnite end of chapter 3', 'fortnite chapter 4', 'fortnite chapter 4 event', 'fortnite chapter 4 live event', 'fortnite chapter 4 trailer', 'fortnite', 'live', 'event', 'fracture', 'end', 'chapter 3', 'chapter 4', 'ali a', 'alia']"
141,Sp2nxlrQ89w,2022-12-03T13:00:09Z,The King - Animation vs. Minecraft Shorts Ep 30,UCbKWv2x9t6u8yZoB3KcPtnw,Alan Becker,,2d,hd,FALSE,TRUE,11403299,630181,73591,0,20,Gaming,
142,u2mUpkApObk,2022-12-04T17:39:41Z,My Tech Hot Takes!,UCBJycsmduvYEL83R_U4JriQ,Marques Brownlee,,2d,hd,TRUE,TRUE,2019274,108367,8048,0,20,Gaming,"['MKBHD', 'hot takes', 'tech hot takes', 'panel gaps', 'Tesla panel gaps', '5G sucks']"
143,0EOXWiTT2so,2022-12-03T18:15:42Z,Goodbye Grant & Micah,UCfi-mPMOmche6WI-jkvnGXw,Good Good,,2d,hd,FALSE,FALSE,1190441,31584,10394,0,20,Gaming,"['golf', 'good good']"
144,ynkOBvqG7j4,2022-12-04T06:08:45Z,Nick Eh 30 reacts to Fortnite Chapter 4 EVENT!,UCt9nYeSz90lnOnaVFjxFJzw,Nick Eh 30,,2d,hd,FALSE,TRUE,952608,21189,1870,0,20,Gaming,"['fortnite', 'fortnite gameplay', 'fortnite battle royale', 'fortnite funny moments', 'fortnite new update', 'fortnite victory royale', 'Fortnite Item Shop', 'Fortnite funny', 'Fortnite tips', 'Fortnite Update', 'Fortnite How To Win', 'Fortnite how to play', 'Fortnite Victory Royale', 'Fortnite tournament', 'fortnite best moments', 'Fortnite event', 'Nick eh 30', 'FORTNITE new map', 'Fortnite live', 'Fortnite nick eh 30', 'fortnite new season', 'Fortnite Chapter 4', 'Fortnite Chapter 4 Season 1']"
145,8L398OvmyxM,2022-12-03T22:19:40Z,Fortnite CHAPTER 4 EVENT Reaction!,UC_q5WZtFp36adwqhKpZzxwQ,SypherPK,,2d,hd,FALSE,TRUE,1263716,35183,4149,0,20,Gaming,"['fortnite', 'fortnite battle royale', 'competitive', 'gaming', 'highlights', 'gameplay', 'fortnite highlights', 'fortnite tips', 'stream highlights', 'how to play', 'fortnite gameplay', 'sypher', 'new update', 'fortnite chapter 2', 'sypherpk', 'fortnite update', 'fortnite new patch', 'fortnite new item', 'everything epic didnt tell you', 'fortnite new update', 'fortnite leaks', 'fortnite event', 'mr beast fortnite', 'fortnite chapter 3', 'undercover', 'fortnite chapter 4', 'chapter 4', 'fracture', 'live event', 'typical gamer', 'tg plays']"
146,3nbQmrgL1Ag,2022-12-03T23:15:55Z,"Tyson Fury Ko's Chisora in Rd 10, Ends Trilogy in Front of 60,000 people | FIGHT HIGHLIGHTS",UCbzRzJNHx7ZLlJML9BjZQVQ,Top Rank Boxing,,2d,hd,FALSE,TRUE,315013,2842,1471,0,20,Gaming,"['top rank boxing', 'boxing', 'tyson fury', 'tyson fury highlights', 'tyson fury vs dereck chisora', 'tyson fury vs dereck chisora 3', 'tyson fury vs dereck chisora 1', 'tyson fury vs dereck chisora 2', 'tyson fury vs dereck chisora 2 highlights', 'fury vs wilder 3', 'fury vs chisora', 'fury vs chisora 3', 'fury vs chisora 3 predictions', 'derek chisora', 'tyson fury vs chisora 3', 'tyson fury vs oleksandr usyk', 'fury vs oleksandr usky', 'fury vs usyk']"
147,#NAME?,2022-12-03T23:53:51Z,adhd,UCOsATJw-IZgqGT8MFrHjKGg,Ice Cream Sandwich,,2d,hd,FALSE,TRUE,1967399,217153,14557,0,20,Gaming,
148,5knwtnTf7BQ,2022-12-05T01:30:17Z,"LAKERS at WIZARDS | NBA FULL GAME HIGHLIGHTS | December 4, 2022",UCWJ2lWNubArHWmf3FIHbfcQ,NBA,,2d,hd,FALSE,TRUE,2028672,24634,3053,0,20,Gaming,"['Basketball', 'G League', 'NBA', 'game-0022200349']"
149,EdCOhRdkkyY,2022-12-04T14:18:49Z,fortnite chapter 4 is INSANE!,UC-sjC5fKKsrpcZRJwlZJzZQ,McCreamy,,2d,hd,FALSE,TRUE,919605,29426,9785,0,20,Gaming,"['fortnite', 'fortnite battle royale', 'fortnite gameplay', 'challenge', 'epic', 'mccreamy', 'new', 'update', 'memes', 'funny moments', 'glitches', 'funny', 'video games', 'gaming', 'fortnite best plays', 'fortnite challenges', 'epic games', 'fortnite glitches', 'fortnite glitch', 'free vbucks', 'fortnite vbucks', 'fortnite moments', 'new fortnite season', 'new fortnite', 'fortnite new', 'battlepass', 'fortnite update', 'new fortnite update', 'fortnite chapter 4', 'chapter 4', 'fortnite live event', 'chapter 4 event', 'fortnite chapter 4 battlepass']"
150,eWjz8_KMll4,2022-12-03T15:30:10Z,I Bought the most SATISFYING Viral Tiktok Products,UCAM2fyCjEdROyELretVTiiw,HopeScope,,2d,hd,FALSE,TRUE,1612349,53468,2045,0,26,Howto & Style,"['funny', 'relatable', 'fail', 'tik tok', 'tik tok trend', 'tik tok hacks', 'funny tik tok', 'life hack', 'trying tik tok products', 'tik tok fail', 'tiktok clothes', 'small business haul', 'amazon products', 'tiktok dress', 'mini products', 'mini everyday objects', 'dress', 'gown', 'fashion', 'shopping', 'UV dress', 'color changing dress', 'satisfying tiktoks', 'ASMR', 'nail art printer', 'tiktok lights']"
